society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,Direction
on request,6.88,rowland row,21014.0,Super Built up area 3274(304.16 sq.m.),4.0,4,1,servant room,4,South,5 to 10 Year Old,"['Ice Skating Rink', 'Jyotirmoyee Radha Krishna Mandir', 'Sbi ATM', 'Hsbc ATM', 'Lions Club Of Calcutta', 'The Orthopaedic And Fracture Clinic', 'Farsight Eye Research Centre', 'Implant House Laser and Diagnostic Centre', 'Priyamvada Birla Aravind Eye Hospital', 'East End Nursing Home', 'MP Birla Eye Clinic', 'Duncan Gleneagles Hospitals', 'Sana Nursing Home', 'Park Clinic Kolkata', 'Sri Lakshmi Narayana Trust Maternity Home and Hospital', ""Implant's Better Sight Centre Pvt Ltd"", 'Samaritan Clinic P Ltd.', 'Miot Hospitals', 'Gamma Centauri Health Care P Ltd.', 'Health Point Hospitals', 'Frank Ross Pharmacy', 'Aastha', 'Ballygunge Drugs Centre', 'India Tradeing Petrol Station', 'INOX Cinema', 'Inox quest cinema', 'Automobile association of eastern India', 'Piccadilly Square', 'Artsy Coffee & Culture', 'My Big Fat Belly', 'Cafe Coffee Day', 'Calcutta', 'The Chocolate Room', 'Fabbrica', 'Dawntown Cafe', ""Kewpie's"", 'Jai Hind Dhaba', ""Govinda's"", 'Dominos', 'Street food stalls', 'Cafe Coffee Day', 'Veg restaurant', 'The South Indian', 'KFC', 'Pizza Hut', 'The Irish House', 'Krazy Kebab', 'Shila', 'Monkey Bar']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request,3.5,alipore,10086.0,Super Built up area 3470(322.37 sq.m.),4.0,4,1,others,2,South,5 to 10 Year Old,"['Behala Market', 'Hari Sabha', 'Jagannath Temple', 'Shibaloy', 'Kali Temple', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Sbi ATM', 'Axis bank ATM', 'Kolkata Port Trust Centenary Hospital', 'South Suburban Clinic', 'Hope Hospital', 'B.P. Poddar Hospital', 'Behala Balananda Brahmachari Hospital and Research Center', 'Orchid Skin Clinic', 'Bellona Nursing Home And Diagnostic Centre', 'Shradha Health Care Pvt. Ltd', ""Kolkata Women's Clinic"", 'Mohanananda Brahmachari Sishu Seva Pratisthan', 'Mandakini Nursing Home', 'Netaji Subhash Nursing Home and Diagnostic Centre', 'Medi Citi Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Pratihar Nursing Home', 'S.S.K.M. Hospital', 'Ekbalpur Nursing Home Pvt Ltd', 'Arogya Maternity and Nursing Home', 'Dental Hospital', 'Vivekananda Hospital and Research Institute', 'Ashutosh Nursing Home', 'Vidyasagar State General Hospital', 'Vivekananda pharmacy', 'Parnasree Bus Stand', 'Indian Oil Petrol Pump', 'Ajanta Cinema', 'Cream & Fudge', 'Kookie jar', 'Ikura - Flavours of Pan Asia', ""Domino's Pizza"", 'Haji Saheb', 'Bru Mugs', 'PANNA SWEETS', 'Panna Sweets', 'Majherhat railway station', 'New alipore railway station', 'Remount road railway station', 'Behala bazar metro railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request,2.9,alipore,11600.0,Super Built up area 2500(232.26 sq.m.),4.0,4,1,others,3,South,5 to 10 Year Old,"['Behala Market', 'Hari Sabha', 'Jagannath Temple', 'Kali Temple', 'Shibaloy', 'Sitala Mandir', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Sbi ATM', 'Kolkata Port Trust Centenary Hospital', 'South Suburban Clinic', 'Hope Hospital', 'B.P. Poddar Hospital', 'Behala Balananda Brahmachari Hospital and Research Center', 'Orchid Skin Clinic', ""Kolkata Women's Clinic"", 'Mohanananda Brahmachari Sishu Seva Pratisthan', 'Shradha Health Care Pvt. Ltd', 'Pratihar Nursing Home', 'Bellona Nursing Home And Diagnostic Centre', 'Vidyasagar State General Hospital', 'Arogya Maternity and Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Mandakini Nursing Home', 'Netaji Subhash Nursing Home and Diagnostic Centre', 'Vivekananda Hospital and Research Institute', 'Medi Citi Nursing Home', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Dental Hospital', 'S.S.K.M. Hospital', 'Vivekananda pharmacy', 'Parnasree Bus Stand', 'Indian Oil Petrol Pump', 'Ajanta Cinema', 'Ikura - Flavours of Pan Asia', 'Cream & Fudge', 'Kookie jar', ""Domino's Pizza"", 'Haji Saheb', 'PANNA SWEETS', 'Panna Sweets', 'Bru Mugs', 'Cafe HQ', 'Majherhat railway station', 'New alipore railway station', 'Remount road railway station', 'Behala bazar metro railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
merlin the one,1.5,tollygunge,11235.0,Super Built up area 1335(124.03 sq.m.),3.0,2,1,others,4,South,1 to 5 Year Old,"['Rabindra Sarovar Metro', 'South City Mall', '643-677, NH12', 'Bani Niketan High School', 'Mahatma Gandhi University', 'M R Bangur Hospital', 'Behala Airport', 'New Alipore Railway Station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
southwinds,0.45,garia,4782.0,Super Built up area 941(87.42 sq.m.),2.0,2,1,not available,9,South-East,0 to 1 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
primarc southwinds,0.45,em bypass,4610.0,Super Built up area 976(90.67 sq.m.),2.0,2,1,not available,8,South-East,1 to 5 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
southwinds,0.45,garia,4629.0,Super Built up area 972(90.3 sq.m.),2.0,2,1,not available,6,South-East,0 to 1 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
primarc southwinds,0.46,em bypass,4661.0,Super Built up area 976(90.67 sq.m.),2.0,2,1,not available,6,South-East,0 to 1 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
primarc southwinds,0.68,em bypass,5250.0,Super Built up area 1295(120.31 sq.m.),3.0,2,1,not available,10,South,0 to 1 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
primarc southwinds,0.75,em bypass,5836.0,Super Built up area 1285(119.38 sq.m.),3.0,2,1,not available,7,South-East,1 to 5 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
primarc southwinds,0.68,em bypass,524.0,Super Built up area 12956(1203.65 sq.m.),3.0,2,1,not available,10,,0 to 1 Year Old,"['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
on request,3.95,southern avenue,16492.0,Super Built up area 2395(222.5 sq.m.),4.0,4,1,others,3,South,1 to 5 Year Old,"['Lake Kalibari', 'Nipponzan Myohoji Buddhist Temple', 'Gariahat Sarbojanin Durgotsab', 'CGHS Dispensary Lake Area', 'Complete Care', 'Omega Optics', 'Ramesh Chandra Sen Clinic', 'Park Site Nursing Home', 'N G Medicare And Calcutta Hope Infertility Clinic', 'Lake Nursing Home', 'Prince Nursing Home Kolkata', 'Grandview Nursing Home', 'South Calcutta Clinic', 'Fortis Hospital and Kidney Institute', 'Aesthetic Dental Clinic', 'AMRI Hospital', 'Himalaya Vision Care Centre', 'KD Cure S.C. Das Memorial Medical Center', 'CGHS Dispensary Dover Lane', 'Ramkrishna Mission Institute of Culture', 'Sri Ramakrishna Pharmacy', 'Indian bank', 'State bank of india', 'Axis bank', 'Hdfc life bank', 'Fillers', ""What's Cafe"", '8th Day Cafe & Bakery', ""Captain's Deck Bar and Grill"", 'Zucca Lounge', 'Wise Owl', 'Tak Heng', 'Tero Parbon', 'Mystic Yoga Cafe & Studio', 'Mystic Yoga Cafe', 'Sienna Store & Cafe', 'Zaika', 'Potboiler Coffee House', 'Grub Club', 'Just Baked', 'Alibaba', 'Cafe Coffee Day', 'Bhojohori Manna 6', 'Aminia', 'Tandoor', 'Tribe', 'Wow Momo', 'Mission Vegetarian Cafe', 'Roll Shop', 'Birla Academy of Fine Arts']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request new alipore,3.68,alipore,10514.0,Super Built up area 3500(325.16 sq.m.),5.0,5,2,others,4,South,1 to 5 Year Old,"['Behala Market', 'Hari Sabha', 'Shibaloy', 'Jagannath Temple', 'Kali Temple', 'Sitala Mandir', 'Axis bank ATM', 'Union bank of india ATM', 'State bank of india ATM', 'Axis bank ATM', 'Sbi ATM', 'Hope Hospital', 'South Suburban Clinic', 'B.P. Poddar Hospital', 'Kolkata Port Trust Centenary Hospital', 'Behala Balananda Brahmachari Hospital and Research Center', 'Orchid Skin Clinic', 'Shradha Health Care Pvt. Ltd', 'Mohanananda Brahmachari Sishu Seva Pratisthan', ""Kolkata Women's Clinic"", 'Pratihar Nursing Home', 'Arogya Maternity and Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Vidyasagar State General Hospital', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Bellona Nursing Home And Diagnostic Centre', 'Dental Hospital', 'N.G. Nursing Home', 'RSV Hospital', 'Ashutosh Nursing Home', 'Mandakini Nursing Home', 'Parnasree Bus Stand', 'Indian Oil Petrol Pump', 'Ajanta Cinema', 'Axis bank', 'Ikura - Flavours of Pan Asia', 'Cream & Fudge', 'Kookie jar', ""Domino's Pizza"", 'Haji Saheb', 'PANNA SWEETS', 'Panna Sweets', 'Bru Mugs', 'Cafe HQ', 'Majherhat railway station', 'New alipore railway station', 'Behala bazar metro railway station', 'Remount road railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request,1.85,alipore,10571.0,Super Built up area 1750(162.58 sq.m.),3.0,3,1,others,2,South,1 to 5 Year Old,"['Behala Market', 'Hari Sabha', 'Shibaloy', 'Jagannath Temple', 'Kali Temple', 'Sitala Mandir', 'Axis bank ATM', 'Union bank of india ATM', 'Axis bank ATM', 'State bank of india ATM', 'Sbi ATM', 'Hope Hospital', 'South Suburban Clinic', 'B.P. Poddar Hospital', 'Kolkata Port Trust Centenary Hospital', 'Behala Balananda Brahmachari Hospital and Research Center', 'Orchid Skin Clinic', 'Mohanananda Brahmachari Sishu Seva Pratisthan', 'Shradha Health Care Pvt. Ltd', ""Kolkata Women's Clinic"", 'Pratihar Nursing Home', 'Arogya Maternity and Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Vidyasagar State General Hospital', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Bellona Nursing Home And Diagnostic Centre', 'Dental Hospital', 'RSV Hospital', 'N.G. Nursing Home', 'Vivekananda Hospital and Research Institute', 'Vivekananda pharmacy', 'Parnasree Bus Stand', 'Indian Oil Petrol Pump', 'Ajanta Cinema', 'Axis bank', 'Ikura - Flavours of Pan Asia', 'Cream & Fudge', 'Kookie jar', ""Domino's Pizza"", 'Haji Saheb', 'PANNA SWEETS', 'Panna Sweets', 'Bru Mugs', 'Cafe HQ', 'Majherhat railway station', 'New alipore railway station', 'Behala bazar metro railway station', 'Remount road railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
flora fountain,1.5,tangra,11450.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 982 sq.ft. (91.23 sq.m.)Carpet area: 865 sq.ft. (80.36 sq.m.),3.0,2,1,servant room,16,South,1 to 5 Year Old,"['Quest Mall', 'SH 1', 'Krishmont School', 'University Of North Bengal', 'Sealdah metro station', 'Champamoni Hospital', 'Kolkata Airport', 'Sealdah railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",East
flora fountain,2.0,tangra,10626.0,Super Built up area 1882(174.84 sq.m.),4.0,3,1,servant room,19,South,1 to 5 Year Old,"['Quest Mall', 'SH 1', 'Krishmont School', 'University Of North Bengal', 'Sealdah metro station', 'Champamoni Hospital', 'Kolkata Airport', 'Sealdah railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",East
on request,1.75,alipore,9090.0,Super Built up area 1925(178.84 sq.m.),3.0,3,1,servant room,3,South,5 to 10 Year Old,"['Rabindra sarobar metro station', 'Kalighat metro station', 'Shibaloy', 'Union bank of india ATM', 'Axis bank ATM', 'Dhanalakshimi bank ATM', 'State bank of india ATM', 'State bank of india ATM', 'Orchid Skin Clinic', 'Shradha Health Care Pvt. Ltd', 'B.P. Poddar Hospital', 'Arogya Maternity and Nursing Home', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'RSV Hospital', 'Mohan Clinic', 'N.G. Nursing Home', 'Medline Nursing Home', 'Shankarnath Dialysis Centre and Nursing Home', 'Santosh Clinic', 'Swiss Park Nursing Home', 'Infirmary Orthopaedic Centre and Nursing Home', 'Dental Hospital', 'Hope Hospital', 'South Suburban Clinic', 'Ashutosh Nursing Home', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Probal Eye Institute', 'Behala Balananda Brahmachari Hospital and Research Center', 'Get Well', 'Axis bank', 'Cinepolis', 'Ajanta Cinema', 'Cafe HQ', 'Ikura - Flavours of Pan Asia', 'Bru Mugs', 'Steak Factory', 'Cafe Kathmandu', 'North & South', 'Bombay Kulfi', 'Cakes', ""Radu Babu's"", 'Cafe Coffee Day', 'Barbeque Nation', 'Banana Leaf', 'Kookie jar', 'Cream & Fudge', 'New alipore railway station', 'Tollygunge railway station', 'Lake gardens railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request,4.75,alipore,13194.0,Super Built up area 3600(334.45 sq.m.),4.0,5,1,servant room,7,South,1 to 5 Year Old,"['Kalighat metro station', 'Jatin das park metro station', 'Shibaloy', 'Hari Sabha', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Axis bank ATM', 'B.P. Poddar Hospital', 'Kolkata Port Trust Centenary Hospital', 'South Suburban Clinic', 'Hope Hospital', 'Orchid Skin Clinic', 'Shradha Health Care Pvt. Ltd', 'Behala Balananda Brahmachari Hospital and Research Center', 'Bellona Nursing Home And Diagnostic Centre', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Dental Hospital', 'Mandakini Nursing Home', 'Netaji Subhash Nursing Home and Diagnostic Centre', 'Ashutosh Nursing Home', 'Medi Citi Nursing Home', 'Mohanananda Brahmachari Sishu Seva Pratisthan', 'Arogya Maternity and Nursing Home', 'N.G. Nursing Home', ""Kolkata Women's Clinic"", 'Probal Eye Institute', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Palm Springs', 'S.S.K.M. Hospital', 'CGHS Dispensary Bhownipur-Kalighat', 'Infirmary Orthopaedic Centre and Nursing Home', 'Indian Oil Petrol Pump', 'Ajanta Cinema', 'Axis bank', 'Ikura - Flavours of Pan Asia', 'Cream & Fudge', 'Kookie jar', ""Domino's Pizza"", 'Bru Mugs', 'Cafe HQ', ""Radu Babu's"", 'Shyama Prasad College', 'Jogomaya Devi College', 'Asutosh College', 'Majherhat railway station', 'New alipore railway station', 'Remount road railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request,2.98,southern avenue,11028.0,Super Built up area 2702(251.02 sq.m.),4.0,3,2,others,5,South-East,1 to 5 Year Old,"['Kalighat metro station', 'Jatin das park metro station', 'Lake Kalibari', 'Dhanalakshimi bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Dental Hospital', 'N.G. Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Infirmary Orthopaedic Centre and Nursing Home', 'Probal Eye Institute', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Ashutosh Nursing Home', 'Palm Springs', 'Microlap Nursing Home', 'CGHS Dispensary Bhownipur-Kalighat', 'Kottakkal Ayurvedic Hospital and Research Centre', 'Mohan Clinic', 'Elite Nursing Home', 'B.N Basu Memorial Clinic Appolo Nursing Home', 'Amri Medical Centre', 'Amulya Jyoti Eye Foundation', 'Himalaya Vision Care Centre', 'Paramount Nursing Home', 'Nemesis Eye Centre', 'Southern Nursing Home', 'Chittaranjan National Cancer Institute Hospital', 'Rama Krishna Mission Seva Pratisthan', 'Paramount Clinic', 'Get Well', 'Sri Ramakrishna Pharmacy', 'Axis bank', 'Cinepolis', ""Radu Babu's"", 'Bru Mugs', 'Cafe Coffee Day', 'Barbeque Nation', 'Banana Leaf', 'North & South', 'Bombay Kulfi', 'Cafe Kathmandu', 'Steak Factory', 'Cakes', 'Cafe HQ', 'Ammini', 'Shyama Prasad College', 'Jogomaya Devi College', 'Asutosh College', 'Birla Academy of Fine Arts', 'Tollygunge railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
on request,4.35,alipore,14500.0,Super Built up area 3000(278.71 sq.m.),4.0,5,2,servant room,10,South,1 to 5 Year Old,"['Kalighat metro station', 'Jatin das park metro station', 'Lake Kalibari', 'Dhanalakshimi bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Dental Hospital', 'N.G. Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Infirmary Orthopaedic Centre and Nursing Home', 'Probal Eye Institute', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Ashutosh Nursing Home', 'Palm Springs', 'Microlap Nursing Home', 'CGHS Dispensary Bhownipur-Kalighat', 'Kottakkal Ayurvedic Hospital and Research Centre', 'Mohan Clinic', 'Elite Nursing Home', 'B.N Basu Memorial Clinic Appolo Nursing Home', 'Amri Medical Centre', 'Amulya Jyoti Eye Foundation', 'Himalaya Vision Care Centre', 'Paramount Nursing Home', 'Nemesis Eye Centre', 'Southern Nursing Home', 'Chittaranjan National Cancer Institute Hospital', 'Rama Krishna Mission Seva Pratisthan', 'Paramount Clinic', 'Get Well', 'Sri Ramakrishna Pharmacy', 'Axis bank', 'Cinepolis', ""Radu Babu's"", 'Bru Mugs', 'Cafe Coffee Day', 'Barbeque Nation', 'Banana Leaf', 'North & South', 'Bombay Kulfi', 'Cafe Kathmandu', 'Steak Factory', 'Cakes', 'Cafe HQ', 'Ammini', 'Shyama Prasad College', 'Jogomaya Devi College', 'Asutosh College', 'Birla Academy of Fine Arts', 'Tollygunge railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
